Title,Ease_Score,Download_Count,Index
"The Mirror of Literature, Amusement, and Instruction. Volume 20, No. 572, October 20, 1832",63,138,11863
Mammals of Northwestern South Dakota,65.7,242,33659
"Beacon Lights of History, Volume 10: European Leaders",54,89,10641
Kitty Alone: A Story of Three Fires (vol. 2 of 3),83.5,42,54669
"The Women of The American Revolution, Vol. 1",65.9,323,49411
Bridge Crossing,84.8,92,51241
You no longer count (Tu n'es plus rien!),68.9,58,68557
Audrey,78.7,158,14513
The Postnatal Development of Two Broods of Great Horned Owls (Bubo virginianus),67.5,66,35118
Common Science,79,113,29838
From Berlin to Bagdad and Babylon,52.2,133,74176
The Campaigns of the British Army at Washington and New Orleans 1814-1815,53.5,75,18479
The Babylonian Legends of the Creation,81.5,576,9914
Index of the Project Gutenberg Works of James Matthew Barrie,82.5,238,58824
An Enquiry into an Origin of Honour; and the Usefulness of Christianity in War,47,92,7819
"Graham's Magazine, Vol. XXXVII, No. 6, December 1850",63.9,69,54040
True Detective Stories from the Archives of the Pinkertons,63,97,33922
On the Development and Distribution of Primitive Locks and Keys,69.2,93,44022
"History of the Reformation in Europe in the Time of Calvin, Vol. 7 (of 8)",68.5,93,61913
Interference and Other Football Stories,83,47,29705
Lancelot of the Laik: A Scottish Metrical Romance (About 1490-1500 A. D.),79.7,83,36848
Jean Baptiste: A Story of French Canada,90.6,114,43280
The Sources and Analogues of 'A Midsummer-night's Dream',70.5,112,15001
"The Rover Boys Under Canvas; Or, The Mystery of the Wrecked Submarine",81.9,82,23286
Yorkshire Family Romance,56.8,48,40522
"The School and Society
Being three lectures",53.5,608,53910
A Texas Matchmaker,74.6,92,12919
"A Woman's Wartime Journal
An account of the passage over a Georgia plantation of Sherman's army on the march to the sea, as recorded in the diary of Dolly Sumner Lunt",81.4,106,32595
Hawaiian folk tales : $b a collection of native legends,73.4,846,18450
The English Stage: Being an Account of the Victorian Drama,68,497,36590
"The Luck of Roaring Camp and Other Tales
With Condensed Novels, Spanish and American Legends, and Earlier Papers",71.1,681,6373
The Story of Wellesley,54,68,2362
"Encyclopaedia Britannica, 11th Edition, ""Chariot"" to ""Chatelaine""
Volume 5, Slice 8",57.8,222,33427
"North, South and Over the Sea",79.3,163,12150
All In The Mind,73.4,81,32434
Ismael; an oriental tale. With other poems,72.2,78,65357
"Club Life of London, Vol. 1 (of 2)
With Anecdotes of the Clubs, Coffee-Houses and Taverns of the Metropolis During the 17th, 18th, and 19th Centuries",63.8,164,41146
"Kaffir, Kangaroo, Klondike: Tales of the Gold Fields",79.4,61,47695
Our Little Japanese Cousin,82,73,43833
Mightiest Qorn,78.3,109,61434
The Violators,85,56,63652
"Rube Burrow, king of outlaws, and his band of train robbers : $b An accurate and faithful history of their exploits and adventures",66.8,86,73001
"A history of the Peninsular War, Vol. 1, 1807-1809 : $b From the treaty of Fontainbleau to the battle of Corunna",62.8,317,53264
"The Fur Country: Or, Seventy Degrees North Latitude",65.6,113,8991
"Linda Carlton, Air Pilot",84.2,59,44862
A Writer's Recollections — Volume 2,65.7,131,9821
A Dominie in Doubt,82.3,71,25306
"Medicine and the Church
Being a series of studies on the relationship between the practice of medicine and the church's ministry to the sick",55.4,63,65916
Cradock Nowell: A Tale of the New Forest. Vol. 3 (of 3),76.8,57,47086
Mohawks: A Novel. Volume 3 of 3,77.2,58,41376
Reports on the Maya Indians of Yucatan,61.4,62,39914
"Climbing in The British Isles, Vol. 2 - Wales and Ireland",68.4,70,37502
Chinese Painters: A Critical Study,60.1,107,22288
Theo: A Sprightly Love Story,79.5,90,27990
The Shakespeare Story-Book,78,264,49146
"The American Missionary — Volume 37, No. 12, December, 1883",69.4,74,63146
Variation in the Muscles and Nerves of the Leg in Two Genera of Grouse (Tympanuchus and Pedioecetes),48.6,111,41812
Little Meg's Children,83.8,98,30555
Murder Point: A Tale of Keewatin,74.6,58,29400
Metapsychical Phenomena: Methods and Observations,59.9,85,46942
"The Propaganda for Reform in Proprietary Medicines, Vol. 2 of 2",54.2,93,47767
The Struggle for Missouri,58.1,126,31770
Dab Kinzer: A Story of a Growing Boy,89.4,112,10340
"Seeing Europe with Famous Authors, Volume 1
Great Britain and Ireland, part 1",62.9,55,10588
Wolf Breed,80.9,73,18964
Essays in Idleness,59.9,84,59430
New Ideas for American Boys; The Jack of All Trades,71.3,82,49936
The Haunters of the Silences: A Book of Animal Life,75,71,32545
Red as a Rose is She: A Novel,77.5,159,45178
"Well, After All--",78.4,69,51988
"English Translations of Works of Emile Zola
An Index to the Project Gutenberg Works of Zola in English",77.6,379,29004
Recollections of the Private Life of Napoleon — Volume 09,59,74,3576
Poems,72.4,51,14871
"Punch, or the London Charivari, Volume 153, November 7, 1917",70.2,43,11570
"Romulus
Makers of History",63.4,87,27692
The U-boat hunters,78.2,102,23601
"The Philippine Islands, 1493-1898, Volume 43, 1670-1700
Explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the close of the nineteenth century",64.4,330,35391
The Gospel of the Hereafter,77.7,54,25826
Aether and Gravitation,49.2,103,24667
"Punchinello, Volume 1, No. 24, September 10, 1870",72.5,121,10032
Pattern,72.2,82,72269
"The man in grey
Being episodes of the Chovan [i.e. Chouan] conspiracies in Normandy during the First Empire.",78.1,58,68172
Look out for paint: A farce comedy in three acts,87.9,51,69690
"Across America; Or, The Great West and the Pacific Coast",64.8,126,42706
The Thunder Bird,80.5,54,14486
Appearances: Being Notes of Travel,71,84,27347
The Tale of Mrs. Ladybug,86.6,61,20097
Preface to Major Barbara: First Aid to Critics,48.3,149,3789
Ben Bruce: Scenes in the Life of a Bowery Newsboy,85.9,55,60970
"On The Principles of Political Economy, and Taxation",60.3,784,33310
Gatherings from Spain,53.8,161,41611
The murders in Praed Street,81.5,136,72926
"Old Deccan Days; or, Hindoo Fairy Legends Current in Southern India",71.8,106,36696
Our Lady of the Pillar,68.5,56,56670
Special Delivery,86.6,88,65886
"Battle of Fort George: A paper read on March 14th, 1896",51.4,57,33621
Priestess of the Flame,83.4,67,29293
Master Reynard: The History of a Fox,68.4,79,44347
"History of the United Netherlands, 1590-99 — Complete",49.7,92,4872
Casey Ryan,87.2,56,12495
Women's Work,56.2,67,52634
The Invention of a New Religion,48.8,100,2510
Out of This World,82.5,69,62171
"The Corner House Girls in a Play
How they rehearsed, how they acted, and what the play brought in",84.4,90,31722
The American Navy,63.7,70,67270
"The Mirror of Literature, Amusement, and Instruction. Volume 13, No. 366, April 18, 1829",64.6,114,12899
"Our Nuclear Future: Facts, Dangers and Opportunities",62.5,72,66408
"Notes and Queries, Number 66, February 1, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",71,85,22339
"Punch, or the London Charivari, Vol. 93. September 17, 1887",71.3,189,33717
That Gospel Sermon on the Blessed Hope,86.8,67,27316
Orchard and Vineyard,67.5,74,49740
Pee-wee Harris,80.1,95,9833
Cathedral Cities of Italy,68,150,37692
These Twain,74.2,144,40483
The Old Testament in the Light of the Historical Records and Legends of Assyria and Babylonia,62.5,151,38732
Don Rodriguez; Chronicles of Shadow Valley,72.4,133,4282
"Lippincott's Magazine of Popular Literature and Science, Volume 12, No. 29, August, 1873",66.2,75,13828
"True Stories of the Great War, Volume 2 (of 6)
Tales of Adventure--Heroic Deeds--Exploits Told by the Soldiers, Officers, Nurses, Diplomats, Eye Witnesses",69.3,98,48941
The Itching Palm: A Study of the Habit of Tipping in America,55.7,159,33170
Hunter Patrol,72.9,168,18641
The Cash Boy,85.6,147,296
"History of the United Netherlands, 1590-92",59.9,48,4863
"The American Missionary — Volume 41, No. 03, March, 1887",83.9,59,48435
"The Philistine : $b a periodical of protest (Vol. I, No. 2, July 1895)",71.8,52,68382
At the Black Rocks,83.5,125,40269
"The Bracelets
Or, Amiability and Industry Rewarded",72,70,11121
"London and Its Environs Described, vol. 6 (of 6)
Containing an Account of Whatever is Most Remarkable for Grandeur, Elegance, Curiosity or Use, in the City and in the Country Twenty Miles Round It",67.8,67,61279
"Blind Tim, and other Christmas stories written for children",82.7,58,72713
"The Birch and the Star, and Other Stories",87.5,79,49201
Who Cares? A Story of Adolescence,81,71,3641
The Pastor's Wife,77.8,138,36295
The Works of John Marston. Volume 2,83.2,243,46311
"The Poems of Jonathan Swift, D.D., Volume 1",71.7,414,14353
An Englishman in Paris: Notes and Recollections,62.5,92,32343
The Life of the Scorpion,69.8,74,66744
Sand dunes story,74.5,65,61402
Canada,67.1,70,62154
Soldier Boy,83.2,96,50848
Preservation of Bull Semen at Sub-Zero Temperatures,63.9,119,37041
Selections from the Kur-an,71.1,73,44515
Prelude to Space,83.7,75,30381
The Schoolmistress: A Farce in Three Acts,79.1,55,47560
"The Curtezan unmasked; or, The Whoredomes of Jezebel Painted to the Life
With Antidotes against them, or Heavenly Julips to cool Men in the Fever of Lust.",49.6,153,33737
"Robinson Crusoe, Jr. : $b A story for little folks",86.1,89,72094
"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 112, Vol. III, February 20, 1886",63.9,40,67028
Angel: A sketch in Indian ink,80.2,87,68996
"The Fantasy Fan, January 1934
The Fans' Own Magazine",69,97,46615
Ducks and Geese,75.2,136,33029
"Flop Ear, the Funny Rabbit: His Many Adventures",92.3,71,61688
From Fort Henry to Corinth,58.8,57,24438
"""Buffalo Bill"" from Prairie to Palace: An Authentic History of the Wild West",62.6,62,49204
"Winkie, the Wily Woodchuck: Her Many Adventures",92.5,51,63191
"Bobby Blake on a Plantation; Or, Lost in the Great Swamp",79.8,58,47553
"The Incomparable 29th and the ""River Clyde""",76,73,25342
King Richard III,87.3,146,1103
The Landlord at Lion's Head — Volume 2,79.1,61,3376
"A Book of Giants: Tales of Very Tall Men of Myth, Legend, History, and Science.",74.5,261,48763
Select Specimens of Natural History Collected in Travels to Discover the Source of the Nile. Volume 5.,69.8,62,57962
The Chickamauga Dam and its environs,65.7,62,71437
"Bell's Cathedrals: The Cathedral Church of Manchester
A Short History and Description of the Church and of the Collegiate Buildings now known as Chetham's Hospital",67.8,100,37194
"Captain Canot; Or, Twenty Years of an African Slaver",61.2,325,23034
First Book in Physiology and Hygiene,81.4,162,17367
Private Sex Advice to Women: For Young Wives and those who Expect to be Married,43.7,207,40623
A Study of Splashes,67.4,113,39831
"Through Five Republics on Horseback, Being an Account of Many Wanderings in South America",67.4,85,7499
Dorothy Dale's Great Secret,80.3,57,41558
Salt ... or No Salt ...,63.6,53,59521
The salon and English letters : $b Chapters on the interrelations of literature and society in the age of Johnson,69.9,85,71916
The laughter of Toffee,86.1,73,66014
"Five Hundred Dollars; or, Jacob Marlowe's Secret",85.4,118,21270
The Frontier,84.7,79,28480
Lions 'n' tigers 'n' everything,67.3,109,70918
Aunt Jane's Nieces out West,73.6,58,10432
A Fair Mystery: The Story of a Coquette,81.8,55,41932
The Life of Napoleon Bonaparte. Vol. 4 (of 4),64.2,350,34838
"Confederate Military History - Volume 5 (of 12)
A Library of Confederate States History",57.6,88,50737
Atlantida,83.9,147,14301
Menhardoc,88,79,21354
"Bonnie Joann, and other poems",86.4,57,69484
The World English Bible (WEB): Haggai,83.4,30,8264
Little Masterpieces of Science: Mind,48.4,88,64286
"Nanny Merry
or, What Made the Difference?",88.6,52,30681
First Fam'lies of the Sierras,77,60,33220
Pride and Prejudice,69.2,44117,1342
Fitz the Filibuster,89.1,68,21309
The Hospital Murders,85.7,84,54445
Tip Lewis and His Lamp,88.3,97,9648
An English woman-sergeant in the Serbian Army,63.9,61,71442
Plutarch's Morals,59.6,2522,23639
Manual of Style Governing Composition and Proof Reading in the Government Printing Office,66.4,63,55585
"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 3 (of 12)",55.3,281,17323
"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 44, Vol. I, November 1, 1884",67.1,54,66531
"Advice to young men and boys
A series of addresses delivered by B. B. Comegys to the pupils of Girard College",71.4,78,69531
Annette and Sylvie: Being Volume One of The Soul Enchanted,82.1,61,66405
"An Alphabet of Quadrupeds
Comprising descriptions of their appearance and habits",79.4,61,40363
The Life of George Borrow,65,267,3481
Redemption and two other plays,87.9,78,9792
The ghosts of their ancestors,73.2,97,36991
"Curiosities of Science, Past and Present
A Book for Old and Young",54.6,71,48516
Serge Panine — Volume 02,83.9,47,3915
A Modern Purgatory,65.5,62,56728
"The White Prophet, Volume 2 (of 2)",76.3,141,52343
The Price She Paid,83.8,80,457
"Memoirs of the Courts of Louis XV and XVI. — Complete
Being secret memoirs of Madame Du Hausset, lady's maid to Madame de Pompadour, and of the Princess Lamballe",63.8,232,3883
"The Mirror of Literature, Amusement, and Instruction. Volume 19, No. 534, February 18, 1832",62,57,11885
Tessa Wadsworth's Discipline: A Story of the Development of a Young Girl's Life,90.3,371,37003
Catalogue of the dipterous insects collected at Singapore and Malacca,67,74,70907
Gloucestershire Friends: Poems From a German Prison Camp,75.7,93,66362
The Pullman boycott : $b A complete history of the great R. R. strike,67.4,84,36004
"The Black Cat, Vol. I, No. 6, March 1896",81.4,99,68955
Fires of St. John: A Drama in Four Acts,95.5,53,34356
Frank of Freedom Hill,91.3,83,25991
Torrent of Portyngale,92.6,151,35190
"The American Red Cross Bulletin (Vol. IV, No. 3, July 1909)",60.4,74,72073
"The Book of Enterprise and Adventure
Being an Excitement to Reading. for Young People. a New and Condensed Edition.",60.9,67,11308
Oxford and Its Story,64.4,127,46274
"Harry Harding—Messenger ""45""",84,64,52578
The Great War in Verse and Prose,73,60,46427
"Punch, or the London Charivari, Volume 102, April 23, 1892",74.5,91,14514
"Joy: A Play on the Letter ""I""",96.1,202,2907
The Affable Stranger,67.8,67,48128
"An Examination of the Testimony of the Four Evangelists, by the Rules of Evidence Administered in Courts of Justice
With an Account of the Trial of Jesus",74.5,280,34989
Mr. Kris Kringle: A Christmas Tale,92.2,69,20180
